Month_Ending,TRETSPEF,EMERGENCY
2020-07-31,318,87.0
2020-07-31,319,0.0
2020-07-31,320,11505.0
2020-07-31,321,109.0
2020-07-31,322,7.0
2020-07-31,323,13.0
2020-07-31,324,0.0
2020-07-31,325,1025.0
2020-07-31,327,0.0
2020-07-31,328,5047.0
2020-07-31,329,124.0
2020-07-31,330,60.0
2020-07-31,331,15.0
2020-07-31,340,7739.0
2020-07-31,341,11.0
2020-07-31,342,
2020-07-31,343,91.0
2020-07-31,344,1.0
2020-07-31,345,1.0
2020-07-31,346,1.0
2020-07-31,350,534.0
2020-07-31,352,20.0
2020-07-31,360,12.0
2020-07-31,361,3293.0
2020-07-31,370,3203.0
2020-07-31,371,1.0
2020-07-31,400,1901.0
2020-07-31,401,1.0
2020-07-31,410,399.0
2020-07-31,420,31095.0
2020-07-31,421,105.0
2020-07-31,422,681.0
2020-07-31,424,277.0
2020-07-31,430,20812.0
2020-07-31,450,0.0
2020-07-31,460,0.0
2020-07-31,499,34.0
2020-07-31,501,1396.0
2020-07-31,502,14694.0
2020-07-31,503,108.0
2020-07-31,560,671.0
2020-07-31,650,2.0
2020-07-31,651,0.0
2020-07-31,652,0.0
2020-07-31,653,3.0
2020-07-31,654,1.0
2020-07-31,655,
2020-07-31,656,0.0
2020-07-31,657,
2020-07-31,658,3.0
2020-07-31,660,
2020-07-31,661,
2020-07-31,662,
2020-07-31,663,2.0
2020-07-31,700,28.0
2020-07-31,710,3113.0
2020-07-31,711,85.0
2020-07-31,712,13.0
2020-07-31,713,1.0
2020-07-31,715,469.0
2020-07-31,720,0.0
2020-07-31,721,0.0
2020-07-31,722,6.0
2020-07-31,723,4.0
2020-07-31,724,6.0
2020-07-31,725,0.0
2020-07-31,727,
2020-07-31,800,2378.0
2020-07-31,811,49.0
2020-07-31,812,3.0
2020-07-31,822,25.0
2020-07-31,834,
2020-07-31,840,
2020-07-31,920,
2020-06-30,100,45615.0
2020-06-30,101,9871.0
2020-06-30,102,222.0
2020-06-30,103,86.0
2020-06-30,104,3023.0
2020-06-30,105,635.0
2020-06-30,106,1480.0
2020-06-30,107,1897.0
2020-06-30,108,516.0
2020-06-30,110,21535.0
2020-06-30,120,3547.0
2020-06-30,130,979.0
2020-06-30,140,642.0
2020-06-30,141,0.0
2020-06-30,142,34.0
2020-06-30,143,4.0
2020-06-30,144,1182.0
2020-06-30,145,
2020-06-30,150,1736.0
2020-06-30,160,2924.0
2020-06-30,161,325.0
2020-06-30,170,86.0
2020-06-30,171,1135.0
2020-06-30,172,205.0
2020-06-30,173,259.0
2020-06-30,174,41.0
2020-06-30,180,45868.0
2020-06-30,190,146.0
2020-06-30,191,47.0
2020-06-30,192,947.0
2020-06-30,199,100.0
2020-06-30,211,97.0
2020-06-30,212,2.0
2020-06-30,213,0.0
2020-06-30,214,666.0
2020-06-30,215,173.0
2020-06-30,216,18.0
2020-06-30,217,72.0
2020-06-30,218,156.0
2020-06-30,219,439.0
2020-06-30,220,187.0
2020-06-30,221,9.0
2020-06-30,222,
2020-06-30,223,9.0
2020-06-30,241,
2020-06-30,242,173.0
2020-06-30,251,126.0
2020-06-30,252,18.0
2020-06-30,253,207.0
2020-06-30,254,0.0
2020-06-30,255,9.0
2020-06-30,256,41.0
2020-06-30,257,7.0
2020-06-30,258,91.0
2020-06-30,259,77.0
2020-06-30,260,421.0
2020-06-30,261,13.0
2020-06-30,262,21.0
2020-06-30,263,25.0
2020-06-30,264,10.0
2020-06-30,280,0.0
2020-06-30,290,18.0
2020-06-30,291,2.0
2020-06-30,300,182116.0
2020-06-30,301,3859.0
2020-06-30,302,2403.0
2020-06-30,303,2312.0
2020-06-30,304,0.0
2020-06-30,305,50.0
2020-06-30,306,258.0
2020-06-30,307,2176.0
2020-06-30,308,36.0
2020-06-30,309,18.0
2020-06-30,310,
2020-06-30,311,0.0
2020-06-30,313,6.0
2020-06-30,314,516.0
2020-06-30,315,196.0
2020-06-30,316,4.0
2020-06-30,317,1.0
2020-06-30,318,70.0
2020-06-30,319,1.0
2020-06-30,320,10660.0
2020-06-30,321,94.0
2020-06-30,322,4.0
2020-06-30,323,8.0
2020-06-30,324,2.0
2020-06-30,325,1349.0
2020-06-30,327,
2020-06-30,328,4679.0
2020-06-30,329,115.0
2020-06-30,330,88.0
2020-06-30,331,12.0
2020-06-30,340,8403.0
2020-06-30,341,11.0
2020-06-30,342,
2020-06-30,343,81.0
2020-06-30,344,3.0
2020-06-30,345,0.0
2020-06-30,346,0.0
2020-06-30,350,682.0
2020-06-30,352,21.0
2020-06-30,360,12.0
2020-06-30,361,3346.0
2020-06-30,370,2921.0
2020-06-30,371,1.0
2020-06-30,400,1889.0
2020-06-30,401,7.0
2020-06-30,410,241.0
2020-06-30,420,29740.0
2020-06-30,421,103.0
2020-06-30,422,661.0
2020-06-30,424,279.0
2020-06-30,430,19274.0
2020-06-30,450,1.0
2020-06-30,460,1.0
2020-06-30,499,37.0
2020-06-30,501,1229.0
2020-06-30,502,13088.0
2020-06-30,503,85.0
2020-06-30,560,551.0
2020-06-30,650,6.0
2020-06-30,651,1.0
2020-06-30,652,1.0
2020-06-30,653,4.0
2020-06-30,654,0.0
2020-06-30,655,3.0
2020-06-30,656,1.0
2020-06-30,657,
2020-06-30,658,
2020-06-30,660,
2020-06-30,662,0.0
2020-06-30,663,3.0
2020-06-30,700,15.0
2020-06-30,710,3056.0
2020-06-30,711,65.0
2020-06-30,712,11.0
2020-06-30,713,2.0
2020-06-30,715,444.0
2020-06-30,720,0.0
2020-06-30,721,1.0
2020-06-30,722,3.0
2020-06-30,723,7.0
2020-06-30,724,2.0
2020-06-30,725,1.0
2020-06-30,727,1.0
2020-06-30,800,2310.0
2020-06-30,811,53.0
2020-06-30,812,4.0
2020-06-30,822,20.0
2020-06-30,834,
2020-06-30,840,1.0
2020-06-30,920,
2020-05-31,100,39675.0
2020-05-31,101,8426.0
2020-05-31,102,198.0
2020-05-31,103,95.0
2020-05-31,104,2752.0
2020-05-31,105,693.0
2020-05-31,106,1189.0
2020-05-31,107,1702.0
2020-05-31,108,345.0
2020-05-31,110,19587.0
2020-05-31,120,2928.0
2020-05-31,130,976.0
2020-05-31,140,543.0
2020-05-31,141,1.0
2020-05-31,142,9.0
2020-05-31,143,2.0
2020-05-31,144,1045.0
2020-05-31,145,
2020-05-31,150,1467.0
2020-05-31,160,2547.0
2020-05-31,161,284.0
2020-05-31,170,83.0
2020-05-31,171,1148.0
2020-05-31,172,173.0
2020-05-31,173,225.0
2020-05-31,174,40.0
2020-05-31,180,41111.0
2020-05-31,190,126.0
2020-05-31,191,40.0
2020-05-31,192,1080.0
2020-05-31,199,120.0
2020-05-31,211,78.0
2020-05-31,212,6.0
2020-05-31,213,0.0
2020-05-31,214,540.0
2020-05-31,215,156.0
2020-05-31,216,11.0
2020-05-31,217,70.0
2020-05-31,218,137.0
2020-05-31,219,370.0
2020-05-31,220,130.0
2020-05-31,221,9.0
2020-05-31,222,
2020-05-31,223,14.0
2020-05-31,241,
2020-05-31,242,228.0
2020-05-31,251,117.0
2020-05-31,252,19.0
2020-05-31,253,206.0
2020-05-31,254,0.0
2020-05-31,255,9.0
2020-05-31,256,48.0
2020-05-31,257,4.0
2020-05-31,258,89.0
2020-05-31,259,71.0
2020-05-31,260,397.0
2020-05-31,261,11.0
2020-05-31,262,11.0
2020-05-31,263,23.0
2020-05-31,264,10.0
2020-05-31,280,0.0
2020-05-31,290,10.0
2020-05-31,291,3.0
2020-05-31,300,160365.0
2020-05-31,301,4460.0
2020-05-31,302,2336.0
2020-05-31,303,2185.0
2020-05-31,304,
2020-05-31,305,67.0
2020-05-31,306,343.0
2020-05-31,307,1738.0
2020-05-31,308,34.0
2020-05-31,309,8.0
2020-05-31,310,
2020-05-31,311,2.0
2020-05-31,313,4.0
2020-05-31,314,484.0
2020-05-31,315,215.0
2020-05-31,316,7.0
2020-05-31,317,1.0
2020-05-31,318,61.0
2020-05-31,319,0.0
2020-05-31,320,11001.0
2020-05-31,321,88.0
2020-05-31,322,4.0
2020-05-31,323,6.0
2020-05-31,324,1.0
2020-05-31,325,539.0
2020-05-31,327,0.0
2020-05-31,328,4243.0
2020-05-31,329,111.0
2020-05-31,330,86.0
2020-05-31,331,16.0
2020-05-31,340,7451.0
2020-05-31,341,4.0
2020-05-31,342,
2020-05-31,343,76.0
2020-05-31,344,2.0
2020-05-31,345,1.0
2020-05-31,346,0.0
2020-05-31,350,898.0
2020-05-31,352,16.0
2020-05-31,360,16.0
2020-05-31,361,3170.0
2020-05-31,370,2808.0
2020-05-31,371,0.0
2020-05-31,400,1910.0
2020-05-31,401,2.0
2020-05-31,410,293.0
2020-05-31,420,28656.0
2020-05-31,421,85.0
2020-05-31,422,615.0
2020-05-31,424,341.0
2020-05-31,430,19543.0
2020-05-31,450,1.0
2020-05-31,460,0.0
2020-05-31,499,19.0
2020-05-31,501,1193.0
2020-05-31,502,11534.0
2020-05-31,503,64.0
2020-05-31,560,488.0
2020-05-31,650,1.0
2020-05-31,651,0.0
2020-05-31,652,0.0
2020-05-31,653,0.0
2020-05-31,654,
2020-05-31,655,2.0
2020-05-31,656,1.0
2020-05-31,657,
2020-05-31,658,
2020-05-31,660,
2020-05-31,662,
2020-05-31,663,0.0
2020-05-31,700,11.0
2020-05-31,710,2684.0
2020-05-31,711,42.0
2020-05-31,712,11.0
2020-05-31,713,0.0
2020-05-31,715,349.0
2020-05-31,720,0.0
2020-05-31,721,1.0
2020-05-31,722,2.0
2020-05-31,723,7.0
2020-05-31,724,5.0
2020-05-31,725,2.0
2020-05-31,727,
2020-05-31,800,2087.0
2020-05-31,811,49.0
2020-05-31,812,5.0
2020-05-31,822,21.0
2020-05-31,834,
2020-05-31,840,
2020-05-31,920,
2020-04-30,100,27887.0
2020-04-30,101,6536.0
2020-04-30,102,168.0
2020-04-30,103,89.0
2020-04-30,104,2014.0
2020-04-30,105,527.0
2020-04-30,106,922.0
2020-04-30,107,1376.0
2020-04-30,108,246.0
2020-04-30,110,14673.0
2020-04-30,120,2205.0
2020-04-30,130,765.0
2020-04-30,140,407.0
2020-04-30,141,2.0
2020-04-30,142,10.0
2020-04-30,143,1.0
2020-04-30,144,611.0
2020-04-30,145,
2020-04-30,150,1205.0
2020-04-30,160,1749.0
2020-04-30,161,195.0
2020-04-30,170,57.0
2020-04-30,171,825.0
2020-04-30,172,142.0
2020-04-30,173,152.0
2020-04-30,174,29.0
2020-04-30,180,24174.0
2020-04-30,190,155.0
2020-04-30,191,56.0
2020-04-30,192,1325.0
2020-04-30,199,97.0
2020-04-30,211,74.0
2020-04-30,212,4.0
2020-04-30,213,0.0
2020-04-30,214,381.0
2020-04-30,215,148.0
2020-04-30,216,9.0
2020-04-30,217,38.0
2020-04-30,218,121.0
2020-04-30,219,249.0
2020-04-30,220,132.0
2020-04-30,221,12.0
2020-04-30,222,
2020-04-30,223,8.0
2020-04-30,241,
2020-04-30,242,183.0
2020-04-30,251,89.0
2020-04-30,252,10.0
2020-04-30,253,177.0
2020-04-30,254,0.0
2020-04-30,255,3.0
2020-04-30,256,30.0
2020-04-30,257,4.0
2020-04-30,258,117.0
2020-04-30,259,74.0
2020-04-30,260,362.0
2020-04-30,261,13.0
2020-04-30,262,10.0
2020-04-30,263,24.0
2020-04-30,264,13.0
2020-04-30,280,0.0
2020-04-30,290,15.0
2020-04-30,291,1.0
2020-04-30,300,137433.0
2020-04-30,301,4178.0
2020-04-30,302,2474.0
2020-04-30,303,2273.0
2020-04-30,304,1.0
2020-04-30,305,90.0
2020-04-30,306,207.0
2020-04-30,307,1838.0
2020-04-30,308,45.0
2020-04-30,309,14.0
2020-04-30,310,
2020-04-30,311,4.0
2020-04-30,313,36.0
2020-04-30,314,494.0
2020-04-30,315,205.0
2020-04-30,316,2.0
2020-04-30,317,0.0
2020-04-30,318,86.0
2020-04-30,319,0.0
2020-04-30,320,9662.0
2020-04-30,321,85.0
2020-04-30,322,3.0
2020-04-30,323,14.0
2020-04-30,324,1.0
2020-04-30,325,344.0
2020-04-30,327,0.0
2020-04-30,328,3631.0
2020-04-30,329,93.0
2020-04-30,330,36.0
2020-04-30,331,4.0
2020-04-30,340,9756.0
2020-04-30,341,17.0
2020-04-30,342,
2020-04-30,343,61.0
2020-04-30,344,2.0
2020-04-30,345,0.0
2020-04-30,346,0.0
2020-04-30,350,837.0
2020-04-30,352,2.0
2020-04-30,360,36.0
2020-04-30,361,2791.0
2020-04-30,370,2335.0
2020-04-30,371,0.0
2020-04-30,400,1565.0
2020-04-30,401,0.0
2020-04-30,410,579.0
2020-04-30,420,23008.0
2020-04-30,421,71.0
2020-04-30,422,490.0
2020-04-30,424,284.0
2020-04-30,430,18715.0
2020-04-30,450,0.0
2020-04-30,460,0.0
2020-04-30,499,13.0
2020-04-30,501,1053.0
2020-04-30,502,8565.0
2020-04-30,503,68.0
2020-04-30,560,481.0
2020-04-30,650,3.0
2020-04-30,651,1.0
2020-04-30,652,
2020-04-30,653,0.0
2020-04-30,654,0.0
2020-04-30,655,2.0
2020-04-30,656,1.0
2020-04-30,657,
2020-04-30,658,
2020-04-30,660,
2020-04-30,661,
2020-04-30,662,
2020-04-30,663,0.0
2020-04-30,700,13.0
2020-04-30,710,2531.0
2020-04-30,711,51.0
2020-04-30,712,18.0
2020-04-30,713,1.0
2020-04-30,715,494.0
2020-04-30,720,0.0
2020-04-30,721,1.0
2020-04-30,722,1.0
2020-04-30,723,5.0
2020-04-30,724,3.0
2020-04-30,725,
2020-04-30,727,
2020-04-30,800,1842.0
2020-04-30,811,35.0
2020-04-30,812,6.0
2020-04-30,822,11.0
2020-04-30,834,3.0
2020-04-30,840,
2020-04-30,920,
2020-03-31,100,40724.0
2020-03-31,101,9560.0
2020-03-31,102,308.0
2020-03-31,103,129.0
2020-03-31,104,2965.0
2020-03-31,105,664.0
2020-03-31,106,1447.0
2020-03-31,107,2061.0
2020-03-31,108,414.0
2020-03-31,110,21284.0
2020-03-31,120,5853.0
2020-03-31,130,1066.0
2020-03-31,140,666.0
2020-03-31,141,2.0
2020-03-31,142,8.0
2020-03-31,143,1.0
2020-03-31,144,1207.0
2020-03-31,150,1697.0
2020-03-31,160,3237.0
2020-03-31,161,345.0
2020-03-31,170,119.0
2020-03-31,171,1135.0
2020-03-31,172,286.0
2020-03-31,173,281.0
2020-03-31,174,60.0
2020-03-31,180,41480.0
2020-03-31,190,137.0
2020-03-31,191,59.0
2020-03-31,192,978.0
2020-03-31,199,97.0
2020-03-31,211,110.0
2020-03-31,212,4.0
2020-03-31,213,0.0
2020-03-31,214,504.0
2020-03-31,215,279.0
2020-03-31,216,18.0
2020-03-31,217,90.0
2020-03-31,218,146.0
2020-03-31,219,532.0
2020-03-31,220,207.0
2020-03-31,221,18.0
2020-03-31,222,0.0
2020-03-31,223,15.0
2020-03-31,241,0.0
2020-03-31,242,208.0
2020-03-31,251,137.0
2020-03-31,252,17.0
2020-03-31,253,213.0
2020-03-31,254,0.0
2020-03-31,255,17.0
2020-03-31,256,80.0
2020-03-31,257,7.0
2020-03-31,258,299.0
2020-03-31,259,108.0
2020-03-31,260,473.0
2020-03-31,261,18.0
2020-03-31,262,12.0
2020-03-31,263,56.0
2020-03-31,264,30.0
2020-03-31,280,0.0
2020-03-31,290,24.0
2020-03-31,291,5.0
2020-03-31,300,166405.0
2020-03-31,301,3426.0
2020-03-31,302,2586.0
2020-03-31,303,2763.0
2020-03-31,304,1.0
2020-03-31,305,159.0
2020-03-31,306,230.0
2020-03-31,307,2115.0
2020-03-31,308,46.0
2020-03-31,309,20.0
2020-03-31,310,1.0
2020-03-31,311,2.0
2020-03-31,313,4.0
2020-03-31,314,595.0
2020-03-31,315,239.0
2020-03-31,316,4.0
2020-03-31,317,0.0
2020-03-31,318,96.0
2020-03-31,319,0.0
2020-03-31,320,10167.0
2020-03-31,321,98.0
2020-03-31,322,9.0
2020-03-31,323,22.0
2020-03-31,324,1.0
2020-03-31,325,249.0
2020-03-31,327,
2020-03-31,328,4393.0
2020-03-31,329,82.0
2020-03-31,330,59.0
2020-03-31,331,20.0
2020-03-31,340,11632.0
2020-03-31,341,55.0
2020-03-31,342,
2020-03-31,343,116.0
2020-03-31,344,1.0
2020-03-31,345,0.0
2020-03-31,346,0.0
2020-03-31,350,1455.0
2020-03-31,352,18.0
2020-03-31,360,9.0
2020-03-31,361,3349.0
2020-03-31,370,3074.0
2020-03-31,371,0.0
2020-03-31,400,1634.0
2020-03-31,401,0.0
2020-03-31,410,302.0
2020-03-31,420,44247.0
2020-03-31,421,108.0
2020-03-31,422,591.0
2020-03-31,424,231.0
2020-03-31,430,21218.0
2020-03-31,450,2.0
2020-03-31,460,0.0
2020-03-31,499,11.0
2020-03-31,501,1151.0
2020-03-31,502,12293.0
2020-03-31,503,69.0
2020-03-31,560,506.0
2020-03-31,650,2.0
2020-03-31,651,
2020-03-31,652,0.0
2020-03-31,653,4.0
2020-03-31,654,0.0
2020-03-31,655,1.0
2020-03-31,656,0.0
2020-03-31,657,
2020-03-31,658,1.0
2020-03-31,660,
2020-03-31,661,
2020-03-31,662,0.0
2020-03-31,663,0.0
2020-03-31,700,33.0
2020-03-31,710,3461.0
2020-03-31,711,100.0
2020-03-31,712,10.0
2020-03-31,713,0.0
2020-03-31,715,533.0
2020-03-31,720,2.0
2020-03-31,721,0.0
2020-03-31,722,1.0
2020-03-31,723,8.0
2020-03-31,724,4.0
2020-03-31,725,0.0
2020-03-31,727,0.0
2020-03-31,800,2325.0
2020-03-31,811,56.0
2020-03-31,812,3.0
2020-03-31,822,15.0
2020-03-31,834,2.0
2020-03-31,840,0.0
2020-03-31,920,1.0
2020-02-29,100,48817.0
2020-02-29,101,10766.0
2020-02-29,102,333.0
2020-02-29,103,156.0
2020-02-29,104,3345.0
2020-02-29,105,742.0
2020-02-29,106,1408.0
2020-02-29,107,2115.0
2020-02-29,108,447.0
2020-02-29,110,21447.0
2020-02-29,120,7688.0
2020-02-29,130,1207.0
2020-02-29,140,837.0
2020-02-29,141,0.0
2020-02-29,142,7.0
2020-02-29,143,1.0
2020-02-29,144,1452.0
2020-02-29,150,1720.0
2020-02-29,160,3602.0
2020-02-29,161,396.0
2020-02-29,170,139.0
2020-02-29,171,1277.0
2020-02-29,172,277.0
2020-02-29,173,299.0
2020-02-29,174,73.0
2020-02-29,180,57512.0
2020-02-29,190,144.0
2020-02-29,191,56.0
2020-02-29,192,1021.0
2020-02-29,199,77.0
2020-02-29,211,116.0
2020-02-29,212,2.0
2020-02-29,213,0.0
2020-02-29,214,496.0
2020-02-29,215,362.0
2020-02-29,216,17.0
2020-02-29,217,93.0
2020-02-29,218,166.0
2020-02-29,219,575.0
2020-02-29,220,192.0
2020-02-29,221,12.0
2020-02-29,222,0.0
2020-02-29,223,13.0
2020-02-29,241,0.0
2020-02-29,242,222.0
2020-02-29,251,137.0
2020-02-29,252,24.0
2020-02-29,253,242.0
2020-02-29,254,0.0
2020-02-29,255,20.0
2020-02-29,256,127.0
2020-02-29,257,8.0
2020-02-29,258,362.0
2020-02-29,259,102.0
2020-02-29,260,471.0
2020-02-29,261,16.0
2020-02-29,262,8.0
2020-02-29,263,36.0
2020-02-29,264,31.0
2020-02-29,280,0.0
2020-02-29,290,32.0
2020-02-29,291,2.0
2020-02-29,300,193667.0
2020-02-29,301,3622.0
2020-02-29,302,2373.0
2020-02-29,303,2723.0
2020-02-29,304,0.0
2020-02-29,305,126.0
2020-02-29,306,233.0
2020-02-29,307,2380.0
2020-02-29,308,48.0
2020-02-29,309,20.0
2020-02-29,310,0.0
2020-02-29,311,2.0
2020-02-29,313,6.0
2020-02-29,314,527.0
2020-02-29,315,244.0
2020-02-29,316,6.0
2020-02-29,317,0.0
2020-02-29,318,93.0
2020-02-29,319,0.0
2020-02-29,320,10938.0
2020-02-29,321,119.0
2020-02-29,322,6.0
2020-02-29,323,24.0
2020-02-29,324,2.0
2020-02-29,325,273.0
2020-02-29,327,1.0
2020-02-29,328,4253.0
2020-02-29,329,123.0
2020-02-29,330,90.0
2020-02-29,331,23.0
2020-02-29,340,10704.0
2020-02-29,341,29.0
2020-02-29,342,
2020-02-29,343,147.0
2020-02-29,344,2.0
2020-02-29,345,2.0
2020-02-29,346,1.0
2020-02-29,350,1282.0
2020-02-29,352,25.0
2020-02-29,360,8.0
2020-02-29,361,3419.0
2020-02-29,370,3134.0
2020-02-29,371,2.0
2020-02-29,400,1868.0
2020-02-29,401,2.0
2020-02-29,410,362.0
2020-02-29,420,55157.0
2020-02-29,421,123.0
2020-02-29,422,693.0
2020-02-29,424,255.0
2020-02-29,430,22908.0
2020-02-29,450,3.0
2020-02-29,460,0.0
2020-02-29,499,2.0
2020-02-29,501,1259.0
2020-02-29,502,14936.0
2020-02-29,503,103.0
2020-02-29,560,610.0
2020-02-29,650,3.0
2020-02-29,651,
2020-02-29,652,1.0
2020-02-29,653,0.0
2020-02-29,654,0.0
2020-02-29,655,0.0
2020-02-29,656,0.0
2020-02-29,657,
2020-02-29,658,0.0
2020-02-29,660,
2020-02-29,661,
2020-02-29,662,
2020-02-29,663,0.0
2020-02-29,700,46.0
2020-02-29,710,2840.0
2020-02-29,711,64.0
2020-02-29,712,12.0
2020-02-29,713,1.0
2020-02-29,715,401.0
2020-02-29,720,0.0
2020-02-29,721,1.0
2020-02-29,722,2.0
2020-02-29,723,5.0
2020-02-29,724,1.0
2020-02-29,725,0.0
2020-02-29,727,
2020-02-29,800,2337.0
2020-02-29,811,51.0
2020-02-29,812,5.0
2020-02-29,822,33.0
2020-02-29,834,2.0
2020-02-29,840,
2020-02-29,920,5.0
2020-01-31,100,53592.0
2020-01-31,101,11495.0
2020-01-31,102,390.0
2020-01-31,103,133.0
2020-01-31,104,3524.0
2020-01-31,105,786.0
2020-01-31,106,1791.0
2020-01-31,107,2260.0
2020-01-31,108,496.0
2020-01-31,110,23112.0
2020-01-31,120,8026.0
2020-01-31,130,1356.0
2020-01-31,140,854.0
2020-01-31,141,0.0
2020-01-31,142,6.0
2020-01-31,143,3.0
2020-01-31,144,1529.0
2020-01-31,150,1845.0
2020-01-31,160,3446.0
2020-01-31,161,353.0
2020-01-31,170,157.0
2020-01-31,171,1379.0
2020-01-31,172,311.0
2020-01-31,173,292.0
2020-01-31,174,83.0
2020-01-31,180,62532.0
2020-01-31,190,151.0
2020-01-31,191,82.0
2020-01-31,192,1105.0
2020-01-31,199,90.0
2020-01-31,211,139.0
2020-01-31,212,8.0
2020-01-31,213,2.0
2020-01-31,214,539.0
2020-01-31,215,358.0
2020-01-31,216,22.0
2020-01-31,217,104.0
2020-01-31,218,148.0
2020-01-31,219,578.0
2020-01-31,220,221.0
2020-01-31,221,19.0
2020-01-31,222,0.0
2020-01-31,223,9.0
2020-01-31,241,0.0
2020-01-31,242,281.0
2020-01-31,251,118.0
2020-01-31,252,22.0
2020-01-31,253,243.0
2020-01-31,254,1.0
2020-01-31,255,11.0
2020-01-31,256,36.0
2020-01-31,257,15.0
2020-01-31,258,410.0
2020-01-31,259,132.0
2020-01-31,260,471.0
2020-01-31,261,23.0
2020-01-31,262,20.0
2020-01-31,263,47.0
2020-01-31,264,37.0
2020-01-31,280,0.0
2020-01-31,290,26.0
2020-01-31,291,0.0
2020-01-31,300,217651.0
2020-01-31,301,4517.0
2020-01-31,302,2535.0
2020-01-31,303,2995.0
2020-01-31,304,0.0
2020-01-31,305,133.0
2020-01-31,306,265.0
2020-01-31,307,2386.0
2020-01-31,308,63.0
2020-01-31,309,23.0
2020-01-31,310,0.0
2020-01-31,311,2.0
2020-01-31,313,4.0
2020-01-31,314,609.0
2020-01-31,315,228.0
2020-01-31,316,4.0
2020-01-31,317,1.0
2020-01-31,318,98.0
2020-01-31,319,0.0
2020-01-31,320,12150.0
2020-01-31,321,116.0
2020-01-31,322,4.0
2020-01-31,323,12.0
2020-01-31,324,2.0
2020-01-31,325,321.0
2020-01-31,327,
2020-01-31,328,4529.0
2020-01-31,329,120.0
2020-01-31,330,100.0
2020-01-31,331,19.0
2020-01-31,340,12506.0
2020-01-31,341,42.0
2020-01-31,342,
2020-01-31,343,140.0
2020-01-31,344,1.0
2020-01-31,345,1.0
2020-01-31,346,0.0
2020-01-31,350,880.0
2020-01-31,352,11.0
2020-01-31,360,8.0
2020-01-31,361,3506.0
2020-01-31,370,3391.0
2020-01-31,371,2.0
2020-01-31,400,1904.0
2020-01-31,401,7.0
2020-01-31,410,326.0
2020-01-31,420,59790.0
2020-01-31,421,102.0
2020-01-31,422,749.0
2020-01-31,424,286.0
2020-01-31,430,25689.0
2020-01-31,450,2.0
2020-01-31,460,0.0
2020-01-31,499,3.0
2020-01-31,501,1282.0
2020-01-31,502,15582.0
2020-01-31,503,93.0
2020-01-31,560,617.0
2020-01-31,650,3.0
2020-01-31,651,
2020-01-31,652,
2020-01-31,653,2.0
2020-01-31,654,1.0
2020-01-31,655,0.0
2020-01-31,656,1.0
2020-01-31,657,
2020-01-31,658,0.0
2020-01-31,660,
2020-01-31,661,
2020-01-31,662,1.0
2020-01-31,663,0.0
2020-01-31,700,48.0
2020-01-31,710,3410.0
2020-01-31,711,68.0
2020-01-31,712,11.0
2020-01-31,713,1.0
2020-01-31,715,427.0
2020-01-31,720,2.0
2020-01-31,721,3.0
2020-01-31,722,4.0
2020-01-31,723,9.0
2020-01-31,724,5.0
2020-01-31,725,1.0
2020-01-31,727,
2020-01-31,800,2578.0
2020-01-31,811,52.0
2020-01-31,812,5.0
2020-01-31,822,28.0
2020-01-31,834,3.0
2020-01-31,840,0.0
2020-01-31,920,
2019-12-31,100,49828.0
2019-12-31,101,11084.0
2019-12-31,102,414.0
2019-12-31,103,121.0
2019-12-31,104,3220.0
2019-12-31,105,741.0
2019-12-31,106,1460.0
2019-12-31,107,2164.0
2019-12-31,108,451.0
2019-12-31,110,23274.0
2019-12-31,120,7646.0
2019-12-31,130,1337.0
2019-12-31,140,937.0
2019-12-31,141,0.0
2019-12-31,142,7.0
2019-12-31,143,0.0
2019-12-31,144,1642.0
2019-12-31,150,1856.0
2019-12-31,160,3669.0
2019-12-31,161,378.0
2019-12-31,170,152.0
2019-12-31,171,1156.0
2019-12-31,172,303.0
2019-12-31,173,308.0
2019-12-31,174,84.0
2019-12-31,180,61102.0
2019-12-31,190,129.0
2019-12-31,191,98.0
2019-12-31,192,1210.0
2019-12-31,199,92.0
2019-12-31,211,106.0
2019-12-31,212,10.0
2019-12-31,213,1.0
2019-12-31,214,455.0
2019-12-31,215,340.0
2019-12-31,216,17.0
2019-12-31,217,111.0
2019-12-31,218,122.0
2019-12-31,219,538.0
2019-12-31,220,221.0
2019-12-31,221,18.0
2019-12-31,222,1.0
2019-12-31,223,17.0
2019-12-31,241,0.0
2019-12-31,242,401.0
2019-12-31,251,119.0
2019-12-31,252,24.0
2019-12-31,253,229.0
2019-12-31,254,0.0
2019-12-31,255,7.0
2019-12-31,256,43.0
2019-12-31,257,11.0
2019-12-31,258,620.0
2019-12-31,259,106.0
2019-12-31,260,576.0
2019-12-31,261,38.0
2019-12-31,262,17.0
2019-12-31,263,67.0
2019-12-31,264,24.0
2019-12-31,280,0.0
2019-12-31,290,10.0
2019-12-31,291,2.0
2019-12-31,300,213098.0
2019-12-31,301,4310.0
2019-12-31,302,2869.0
2019-12-31,303,2986.0
2019-12-31,304,2.0
2019-12-31,305,148.0
2019-12-31,306,245.0
2019-12-31,307,2437.0
2019-12-31,308,54.0
2019-12-31,309,27.0
2019-12-31,310,1.0
2019-12-31,311,2.0
2019-12-31,313,3.0
2019-12-31,314,605.0
2019-12-31,315,229.0
2019-12-31,316,5.0
2019-12-31,317,3.0
2019-12-31,318,101.0
2019-12-31,319,0.0
2019-12-31,320,11879.0
